"film_id","personne_id","role","alias","ordre"
"770074ee-584e-41cb-8e15-fbd11247a4f1","314d4062-e9f6-428f-8ac6-51f9f62c4527",acteur,Dr. Egon Spengler,0
"770074ee-584e-41cb-8e15-fbd11247a4f1","9f72b128-e7cb-4ee1-9f4f-801e655b430a",acteur,Louis Tully,0
"770074ee-584e-41cb-8e15-fbd11247a4f1","28188765-6046-4c73-9145-e4d860750b5b",acteur,Janine Melnitz,0
"770074ee-584e-41cb-8e15-fbd11247a4f1",b15bb7c5-f6d0-48eb-9a1e-703530203340,acteur,Winston Zeddemore,0
"770074ee-584e-41cb-8e15-fbd11247a4f1",cd48fccf-299f-49b5-9064-abd78f938df7,acteur,Le maire,0
"770074ee-584e-41cb-8e15-fbd11247a4f1",e958e229-9a7d-449f-b7eb-0abbdbe58f95,réalisateur,,0
"770074ee-584e-41cb-8e15-fbd11247a4f1",cfbc0a1a-6f79-4d89-9412-6de889a7dd84,scénariste,,0
"770074ee-584e-41cb-8e15-fbd11247a4f1","314d4062-e9f6-428f-8ac6-51f9f62c4527",scénariste,,0
"770074ee-584e-41cb-8e15-fbd11247a4f1","2304edf2-cabe-4ffd-85a6-4d4edcd80530",acteur,Walter Peck,0
"7abca311-7572-49bb-8565-e3648fcb1989","05a69667-f2e5-43ff-ae07-6d236d3598b4",acteur,The Dude,0
babad69c-d9e9-4668-93da-f12899a80b45,"88826d9b-81ec-4e7c-8783-aa52f9a8b6fc",acteur,Johnny Castle,0
bb73a806-7713-47b3-8355-b4151511a743,"68f0d3b2-8748-4d91-92ef-a5fc02ffc53b",acteur,Helen Brown,0
fb74c2f9-8ef1-433e-a067-746b5e0bfd59,"68f0d3b2-8748-4d91-92ef-a5fc02ffc53b",acteur,Mary,0
eb4c69f6-9fa5-4eb7-9a16-0259a9eac719,cf13b736-49c6-40fd-8484-49732ddb9b09,acteur,Lorraine Baines,0
b5142384-c03e-4d50-93e0-75a438484955,"731f8970-90cc-4173-ab8c-6a0d91453014",acteur,Lt. Robert 'Bob' Malone,0
"80c07340-a069-476a-a0a0-2460dc69b3cc",e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,Jack Burton,0
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,Stephen McCaffrey,0
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,Dennis McCaffrey,0
"8f3d2c9a-7e51-4966-b561-80c59d8bcc31",e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,Snake Plissken,0
"84ed3f64-88ea-4e96-a670-0f3095ececf2",e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,Lt. Gabriel Cash,0
"84ed3f64-88ea-4e96-a670-0f3095ececf2","9ba16814-0229-4025-927c-795cd4d6dd07",acteur,Lt. Raymond Tango,0
a9f73754-847d-43b7-9529-bfe7fecd487f,e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,MacReady,0
"1df31ff4-6bf4-4cdd-b8ed-2f8067a8d5db",e51dafbc-1271-44ff-884f-700cbcbc3f2b,acteur,Wyatt Earp,0
"84ed3f64-88ea-4e96-a670-0f3095ececf2",d1d7a1a5-bb64-45e2-9595-5c7c8a31df73,réalisateur,,0
"8f3d2c9a-7e51-4966-b561-80c59d8bcc31",d247621e-d5c0-4918-8990-09a45f8fa613,réalisateur,,0
a9f73754-847d-43b7-9529-bfe7fecd487f,d247621e-d5c0-4918-8990-09a45f8fa613,réalisateur,,0
"80c07340-a069-476a-a0a0-2460dc69b3cc",d247621e-d5c0-4918-8990-09a45f8fa613,réalisateur,,0
e4e5143d-c8b6-44ae-8d83-0699c1fb9272,"72925ff0-346f-4f14-bb98-28ca29645685",réalisateur,,0
"1df31ff4-6bf4-4cdd-b8ed-2f8067a8d5db",c872e22c-096a-4b71-886e-491e7733d3df,réalisateur,,0
"8a973d17-fccf-4240-8157-573db91eaa6c","46c31ee2-f27f-4049-95d4-e3bf625ec924",acteur,Ludmilla Vobet Drago,0
"695fb599-9b9f-481e-9f62-ce52dddf918c","2fde32d6-3e8b-48ac-96ba-80056449cbbe",acteur,Allan Quatermain,0
"695fb599-9b9f-481e-9f62-ce52dddf918c",b2e7842d-cc7a-47d7-8a99-625359b685a7,acteur,Jesse Huston,0
"8a121e62-10bc-4dfd-a741-7dd440c467de","2fde32d6-3e8b-48ac-96ba-80056449cbbe",acteur,Allan Quatermain,0
"8a121e62-10bc-4dfd-a741-7dd440c467de",b2e7842d-cc7a-47d7-8a99-625359b685a7,acteur,Jesse Huston,0
"0ae7f4b9-cd5d-4740-ab4b-24d5faeac626","436b9127-6cb4-4e89-ad98-82a98f7e847b",acteur,Detective Nick Curran,0
"0ae7f4b9-cd5d-4740-ab4b-24d5faeac626",b2e7842d-cc7a-47d7-8a99-625359b685a7,acteur,Catherine Tramell,0
"8cf850f7-427a-4b4e-83f8-57690c774a37","436b9127-6cb4-4e89-ad98-82a98f7e847b",acteur,Jack Colton,0
"8cf850f7-427a-4b4e-83f8-57690c774a37",b4e88855-0164-453b-bcf0-45a7f677c8dd,acteur,Joan Wilder,0
"3c263c09-6fdb-4070-9a0a-8ee7357a2bc6","436b9127-6cb4-4e89-ad98-82a98f7e847b",acteur,Jack Colton,0
"3c263c09-6fdb-4070-9a0a-8ee7357a2bc6",b4e88855-0164-453b-bcf0-45a7f677c8dd,acteur,Joan Wilder,0
"8cf850f7-427a-4b4e-83f8-57690c774a37","89797198-6014-4d49-97e5-3392bbcfcf67",réalisateur,,0
"8cf850f7-427a-4b4e-83f8-57690c774a37","2e24400b-2353-4be5-b6de-746870abf0cc",acteur,Ralph,0
"3c263c09-6fdb-4070-9a0a-8ee7357a2bc6","2e24400b-2353-4be5-b6de-746870abf0cc",acteur,Ralph,0
"2f9676ba-0fba-42cc-b4e9-1a0a48b21260","2e24400b-2353-4be5-b6de-746870abf0cc",acteur,Owen,0
"9da54652-3655-4cc3-87ce-8e3e4a5d36f5","450c6276-60bc-4791-bee4-3152145af6e7",acteur,Kalidor,0
"59b41a22-7f4f-45f2-bb9e-5397fb3a6408","450c6276-60bc-4791-bee4-3152145af6e7",acteur,Conan,0
"1e94a4eb-3268-4e30-81a2-56cac00d56ea","450c6276-60bc-4791-bee4-3152145af6e7",acteur,Conan,0
ca94860d-56c2-4b68-ac00-6d48d0de8ee4,"450c6276-60bc-4791-bee4-3152145af6e7",acteur,Le major Alan « Dutch » Schaefer,0
c8569fc1-cf9f-4f55-9c6c-d100595847f6,"450c6276-60bc-4791-bee4-3152145af6e7",acteur,The Terminator,0
"27d9fcf0-8a76-4bf4-877e-8e2e2a8b27ce","7f61045e-1fdf-493f-bb9a-ddde285488e8",acteur,Elizabeth Hardy,0
e155fb8f-15f9-4285-a742-7cc2a54aabcf,ec70b59b-2b49-4122-97a7-e1598b95500f,acteur,Kate Beringer,0
"13ee2642-1e88-4b5b-9e0e-1ca8940c8a2e","450c6276-60bc-4791-bee4-3152145af6e7",acteur,Julius Benedict,0
"13ee2642-1e88-4b5b-9e0e-1ca8940c8a2e","2e24400b-2353-4be5-b6de-746870abf0cc",acteur,Vincent Benedict,0
"2f9676ba-0fba-42cc-b4e9-1a0a48b21260","594436cf-1f7a-4a96-8f41-53792e1d10df",acteur,Larry Donner,0
"1e94a4eb-3268-4e30-81a2-56cac00d56ea","38d69333-f86e-4e30-b3f8-04e349ade801",réalisateur,,0
"9da54652-3655-4cc3-87ce-8e3e4a5d36f5","38d69333-f86e-4e30-b3f8-04e349ade801",réalisateur,,0
c8569fc1-cf9f-4f55-9c6c-d100595847f6,"26b8f537-0d34-4654-884d-45991b25f862",réalisateur,,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","26b8f537-0d34-4654-884d-45991b25f862",réalisateur,,0
d35c0bc4-1258-4981-9999-93d0875a9ce2,a3591726-da0e-4ecd-927b-41d90a04c3a9,acteur,Joe,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","9f69c024-b15c-4bf2-8f53-d968337306ea",acteur,Lieutenant Ellen Ripley,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e",be35d246-44da-45f7-be0a-db86b1020482,acteur,Rebecca « Newt » Jorden,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e",e44e8d89-5845-4048-acfd-cee0d7f054a1,acteur,Corporal Dwayne Hicks,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e",c868fa91-5534-4573-9532-bab6d0359d9d,acteur,Carter Burke,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","0a943e06-2e38-464b-940b-0fc493200fd5",acteur,Bishop,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","2f9d0443-68a2-4662-b3a9-cd1ff4b36bc2",acteur,Hudson,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e",a6f4636d-e85f-4a34-8e79-91b0028b8ebb,acteur,Lieutenant Gorman,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","5db9320b-f723-4418-a1d7-6d354a9d319b",acteur,Vasquez,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","75de56e5-df17-4f03-940c-c32572990c37",acteur,Sergent Apone,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","49242460-8b4a-4e1c-b3a4-603c9bf705c7",acteur,Drake,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","37f2a816-7dc8-48f7-ad5c-588847c07313",acteur,Frost,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","5170e231-b8d5-4e45-8205-d38527bccc0b",acteur,Corporal Ferro,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e","3b9eba88-84f3-40ff-a8d9-63a001ff8f04",acteur,Spunkmeyer,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e",baa8c24e-2e87-4077-acb1-c76dadf5099e,acteur,Corporal Dietrich,0
"3d036187-2c03-4831-ac66-6bfdbf91ba1e",c486a57a-ff55-43d0-ae12-b02696c50154,acteur,Crowe,0
"14e6d221-0a9e-4a3b-a311-ccb05d663b9a",c868fa91-5534-4573-9532-bab6d0359d9d,acteur,Jeffrey Friedman,0
"0855b28a-f73d-4302-8d48-2a2353d08321",c868fa91-5534-4573-9532-bab6d0359d9d,acteur,Jeffrey Friedman,0
"1ffb3a43-6fe7-4bb2-82c6-622a79004264",e44e8d89-5845-4048-acfd-cee0d7f054a1,acteur,Lt. Coffey,0
"1df31ff4-6bf4-4cdd-b8ed-2f8067a8d5db",e44e8d89-5845-4048-acfd-cee0d7f054a1,acteur,Johnny Ringo,0
c8569fc1-cf9f-4f55-9c6c-d100595847f6,"0a943e06-2e38-464b-940b-0fc493200fd5",acteur,Vukovich,0
c8569fc1-cf9f-4f55-9c6c-d100595847f6,"2f9d0443-68a2-4662-b3a9-cd1ff4b36bc2",acteur,Punk Leader,0
"6277443a-d0cc-4c54-bcde-3f43c896503d","3fcd9ae0-5ab6-4b60-af23-a84608e2469a",acteur,Phil,0
"6277443a-d0cc-4c54-bcde-3f43c896503d","3dc69d31-75bf-4349-8051-8476df7658ea",acteur,Rita,0
c8569fc1-cf9f-4f55-9c6c-d100595847f6,e44e8d89-5845-4048-acfd-cee0d7f054a1,acteur,Kyle Reese,0
"428373c3-7ce0-44c2-b46b-3e5ed3c019b3",e196b96c-5686-4cd0-8318-1a91244381c0,réalisateur,,0
"034b76fb-c0f0-43d1-bcd9-66b412bc5091","0644f877-b577-44e4-af03-49d0f199a332",réalisateur,,0
"96222ab6-29a3-4043-b5c2-a90a386c0d97","03eaa5ea-ad8e-4342-b2f5-8d26ec0bbe46",réalisateur,,0
"278988e2-b6e2-4bec-9f37-3f4fadda6454","03eaa5ea-ad8e-4342-b2f5-8d26ec0bbe46",réalisateur,,0
"0e872cc4-c429-428c-8c71-a62fb4c24c96",fc59fc53-f690-4b6e-a3af-f57a20063260,réalisateur,,0
"3d3ea7a8-8b5b-4392-81bb-d08dde330acc","42730da3-7ba6-429b-ade8-f9d0287931d8",acteur,Nico,0
"0bed1543-84ac-4c53-be68-43299ced4897",bd280de3-2180-45ac-9819-0b1a9dcb9ce7,acteur,Lt. Jeff Knight,0
"4e7872c0-5351-471d-b26f-27a6f90fdfed",bd280de3-2180-45ac-9819-0b1a9dcb9ce7,acteur,Joe,0
"4e7872c0-5351-471d-b26f-27a6f90fdfed",b7770571-dac0-4ce4-a95a-25c37342d642,acteur,Jackson,0
"4544a546-42da-4757-8499-041a20af38c9","5b0fe5e7-f6b2-441d-98ff-cbe8676d4bec",réalisateur,Dan Edwards,0
"2bd8cc93-eb2b-4afa-ae0b-786e7ae60211","30e140ad-88c1-47d0-84e2-3a70d8398692",acteur,Connor MacLeod,0
"49006841-5ff8-4149-8c0a-1b87a158392f","55dfbb9a-bef3-410e-b7a2-6c78b1f5200a",réalisateur,,0
"6931e7d6-7d10-4454-8101-3a11734fbdfd","10abd4fe-3501-4e66-9404-642affce8f8e",acteur,Max Donigan,0
"278988e2-b6e2-4bec-9f37-3f4fadda6454","10abd4fe-3501-4e66-9404-642affce8f8e",acteur,Col. James Braddock,0
b657e15a-9e33-4b6a-a39f-2f22d56e1a6f,"10abd4fe-3501-4e66-9404-642affce8f8e",acteur,Col. James Braddock,0
"96222ab6-29a3-4043-b5c2-a90a386c0d97","10abd4fe-3501-4e66-9404-642affce8f8e",acteur,Matt Hunter,0
bda4765b-36ed-4693-b2af-e3d2ecec462b,"10abd4fe-3501-4e66-9404-642affce8f8e",acteur,Scott,0
"6931e7d6-7d10-4454-8101-3a11734fbdfd","44300acc-7c79-4769-8529-0b6f4e83708c",acteur,Leo Porter,0
"6931e7d6-7d10-4454-8101-3a11734fbdfd","28938581-a315-4bbf-901c-568ce241b5f0",réalisateur,,0
d8e8472a-a08d-4c0a-a68f-9c058a83dc27,"0e0d6db8-0e7f-403e-a3ba-b07acf25c55c",réalisateur,,0
"5b946f8f-76e1-46cd-b2f9-e5f85d10af02","94761b79-63b5-4ad6-a0b0-5f529c3c6981",réalisateur,,0
"3d3ea7a8-8b5b-4392-81bb-d08dde330acc","6c521eab-6201-4636-a702-ebaa9ce48f0b",réalisateur,,0
bda4765b-36ed-4693-b2af-e3d2ecec462b,"7621214a-3461-4d5f-bf72-6b4aaeb9e849",réalisateur,,0
"9b4a8296-c6fe-40c6-b1c5-9807b2004976","7621214a-3461-4d5f-bf72-6b4aaeb9e849",réalisateur,,0
"034b76fb-c0f0-43d1-bcd9-66b412bc5091","44300acc-7c79-4769-8529-0b6f4e83708c",acteur,Drac,0
ca94860d-56c2-4b68-ac00-6d48d0de8ee4,"2755c6f7-551a-4c38-82e4-ea589d347e1b",réalisateur,,0
"97d149d2-57d0-489c-93e7-6d8adcc0f9f9","60369b57-d42e-4cf5-8c02-8e6f28d825a7",acteur,Lyon,0
"2ed1d67e-a806-4e35-b625-ca2b029e366c","6d9b26e6-e668-441b-80bc-36f1b8cb0e2d",réalisateur,,0
"5b946f8f-76e1-46cd-b2f9-e5f85d10af02","731f8970-90cc-4173-ab8c-6a0d91453014",acteur,Capt. Samuel Beck,0
"695fb599-9b9f-481e-9f62-ce52dddf918c","02a87b57-b8e5-4730-aef2-e31ded2de0ac",réalisateur,,0
"8a121e62-10bc-4dfd-a741-7dd440c467de","28938581-a315-4bbf-901c-568ce241b5f0",réalisateur,,0
e90836cf-cc5f-477d-9ca1-a44f1bd95abf,c9239136-f8e1-4d4d-8dd9-59970bb6c23a,scénariste,,0
"97d149d2-57d0-489c-93e7-6d8adcc0f9f9",c9239136-f8e1-4d4d-8dd9-59970bb6c23a,réalisateur,,0
"67db43b0-0dc8-4159-8848-98ee0c98f16e","6acdafbf-df9b-474e-90b7-c5138c80b843",acteur,Reggie Hammond,0
bd4537b9-afdc-494d-ac70-76cab133fa4c,"6acdafbf-df9b-474e-90b7-c5138c80b843",acteur,Reggie Hammond,0
a4edd221-02cc-4d8d-b599-c561004cb38d,"6acdafbf-df9b-474e-90b7-c5138c80b843",acteur,Billy Ray Valentine,0
"14e6d221-0a9e-4a3b-a311-ccb05d663b9a","6acdafbf-df9b-474e-90b7-c5138c80b843",acteur,Axel Foley,0
"0855b28a-f73d-4302-8d48-2a2353d08321","6acdafbf-df9b-474e-90b7-c5138c80b843",acteur,Axel Foley,0
"27194226-f829-45e5-87cc-e75c20d1e17d","6acdafbf-df9b-474e-90b7-c5138c80b843",acteur,Chandler Jarrell,0
"0e872cc4-c429-428c-8c71-a62fb4c24c96","44300acc-7c79-4769-8529-0b6f4e83708c",acteur,Charles 'Chappy' Sinclair,0
d9e484d0-3dcc-49b8-b4bb-c2babe11b19e,"44300acc-7c79-4769-8529-0b6f4e83708c",acteur,Charles 'Chappy' Sinclair,0
"4509426e-05d5-487e-8eb1-4b5edfe7492a",e5bae18d-449e-4101-acca-56bc65c4a3d9,acteur,Fred Krugger,0
"6e76b203-3e19-4f72-9980-92752d48809a","8c19b5cd-5a11-47d8-80a8-bc067cbfc0c7",acteur,Charlie,0
"6931e7d6-7d10-4454-8101-3a11734fbdfd",c2ead2b6-4e89-422f-9cea-54d4af804efd,acteur,Patricia Goodwin,0
"2f9676ba-0fba-42cc-b4e9-1a0a48b21260","03bfee64-d1f4-4df9-92af-cefb41238336",acteur,Momma,0
"3d4f7a0a-7288-451e-8e3c-f35028d7581f","03bfee64-d1f4-4df9-92af-cefb41238336",acteur,Mama Fratelli,0
"6e76b203-3e19-4f72-9980-92752d48809a","0b7a3fe3-f303-47dc-9cf0-9ef7404055af",acteur,Carole,0
"6e76b203-3e19-4f72-9980-92752d48809a","9cabf13e-ce81-4ab8-8d9a-71779bbf7201",acteur,Iceman,0
"0159b5a8-6005-48df-8193-4a33c3f3f07a","9cabf13e-ce81-4ab8-8d9a-71779bbf7201",acteur,Madmartigan,0
"0159b5a8-6005-48df-8193-4a33c3f3f07a",c98c8ab6-8fb4-40e7-ab5c-5a8675f75846,acteur,Sorsha,0
"0159b5a8-6005-48df-8193-4a33c3f3f07a",bf8be473-db59-4b98-82c4-929799b69af1,acteur,Willow Ufgood,0
"6e76b203-3e19-4f72-9980-92752d48809a","8e7b80a8-0352-4662-9255-253c748852e3",acteur,Maverick,0
"7ca570a2-2cd8-4f27-a324-d732e9ba3294",aa1551f5-dc8f-459c-8789-e030badce2c7,acteur,Brody,0
df58b6ff-2faa-4a5e-a125-10fdae3fa7a7,aa1551f5-dc8f-459c-8789-e030badce2c7,acteur,Officer Frank Murphy,0
"3e0b4a6e-ac31-4eea-80c8-23bd7392884c",dbb64dbe-23db-433e-af34-1962bcc0068c,acteur,Wanda Gershwitz,0
"22038333-cf97-4ff0-bb8c-1c418370f2a8",dbb64dbe-23db-433e-af34-1962bcc0068c,acteur,Laurie Strode,0
"8f3d2c9a-7e51-4966-b561-80c59d8bcc31",dbb64dbe-23db-433e-af34-1962bcc0068c,voix,Computer,0
a4edd221-02cc-4d8d-b599-c561004cb38d,dbb64dbe-23db-433e-af34-1962bcc0068c,acteur,Ophelia,0
"43cf3e92-abba-4b8a-aaeb-b9b124458ea3",dbb64dbe-23db-433e-af34-1962bcc0068c,acteur,Shelly DeVoto,0
"43cf3e92-abba-4b8a-aaeb-b9b124458ea3",cfbc0a1a-6f79-4d89-9412-6de889a7dd84,acteur,Harry Sultenfuss,0
"24c952a2-3133-4767-86f5-e0082341b124","2e24400b-2353-4be5-b6de-746870abf0cc",acteur,Sam Stone,0
"24c952a2-3133-4767-86f5-e0082341b124","0f28abed-ea87-4ebc-830c-31f975f34227",acteur,Barbara Stone,0
f851fa63-1c5d-473d-9405-375675a20771,b7e61cac-2c3f-4736-a3cc-46edc229e431,acteur,Max,0
"9ab02769-fa4b-41e4-ba7f-17eb8825dfa0",b7e61cac-2c3f-4736-a3cc-46edc229e431,acteur,Max,0
"414ad9e5-b970-4595-8f6c-44ade63b38fc",b7e61cac-2c3f-4736-a3cc-46edc229e431,acteur,Max,0
b1ef0ebc-8702-4fa0-8976-13d3e3bf26b9,"7b146021-19b2-4956-97e9-fd6177845678",acteur,Indiana Jones,0
ace1de16-80cc-4094-b70a-94401c7d049e,"7b146021-19b2-4956-97e9-fd6177845678",acteur,Indiana Jones,0
"428bc8c4-3f25-4a21-862e-f5d4abd1cf2c","7b146021-19b2-4956-97e9-fd6177845678",acteur,Rick Deckard,0
"27737bdf-de50-4367-a306-6fdef9af881e",e98c10cb-0be2-48d9-a5b6-1b8d4387a24a,acteur,Jareth,0
babad69c-d9e9-4668-93da-f12899a80b45,"8add261c-9aff-44f2-9aa1-63a3f33eac8d",acteur,Baby Houseman,0
"6d02e5b2-c17b-4d89-9f7c-c626136f0a57","608481e7-befa-4b88-b701-d9fa9830a329",acteur,Sue Charlton,0
"6d02e5b2-c17b-4d89-9f7c-c626136f0a57",f3c5dd03-43b7-4fd1-b88f-0a844a96a2be,acteur,Michael J. 'Crocodile' Dundee,0
a09cc505-1e03-49ec-9500-63478944a532,"373eaca2-1eaa-449d-a24b-1f25af2a2263",acteur,Jean-Claude Dusse,0
"33569568-7c3e-4baa-84a8-cae15dca2350","373eaca2-1eaa-449d-a24b-1f25af2a2263",acteur,Jean-Claude Dusse,0
"2efc6f4f-82cb-4a25-9143-7d6507f14438","9e7fb208-0ecf-4c5c-869c-4298eb9f0a4c",acteur,Seth Brundle,0
"98d9d80d-1d62-4733-8376-8a45c2becbfb",ea853bcb-5133-40e4-9269-735d810c84b2,acteur,Thelma,0
